ACCESS_label,HHLANP_label,HINCP,FS,NP
"Yes, by paying a cell phone company or Internet service provider",French,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",French,42000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,90000,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,60100,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,60100,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,20000,1,5
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,92000,2,3
"No access to the Internet at this house, apartment, or mobile home",English only household,50900,2,2
"No access to the Internet at this house, apartment, or mobile home",English only household,50900,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,112600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,112600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,112600,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,8700,1,1
"Yes, by paying a cell phone company or Internet service provider",English only household,22500,2,1
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,55000,2,3
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,91000,2,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,22500,1,2
"Yes, by paying a cell phone company or Internet service provider",English only household,202600,2,2
